N/A
PLD
SPG
WELL
PSA
EQR
AVB
DLR
VTR
ESS
BXP
PEAK
MAA
SUI
INVH
UDR
EXR
ELS
DRE
HST
REG
CPT
VNO
LPT
FRT
KIM
AIV
KRC
DEI
COLD
SLG
BRX
AMH
ACC
CUBE
CUZ
HPP
PK
FR
REXR
LSI
EGP
HIW
JBGS
RHP
HR
EQC
SVC
WRI
PSB
APLE
PEB
OFC
SHO
MAC
RPAI
RLJ
QTS
PDM
PGRE
BDN
WRE
UE
CXP
XHR
AKR
AAT
SITC
TCO
ESRT
ROIC
DRH
CLI
NSA
LTC
SNH
DEA
KRG
OPI
SKT
UHT
SRG
IRT
INN
RPT
FSP
CLDT
WPG
RVI
RESI
HT
CPLG
PEI
CBL
AHT
